learner_id,learner_profile,completed_topics,quizzes_attempted,average_quiz_score,learning_streak,study_hours,completion_percentage,revision_sessions,coach_interactions,improvement_trend,current_domain,quiz_difficulty,pass_probability,next_quiz_pass
LRN02139,Fast Learner,43,34,98.0,24,20.96,71.67,16,5,Improving,SQL,Medium,0.838,1
LRN02140,Consistent Learner,32,20,89.03,20,19.01,53.33,13,8,Declining,Python,Medium,0.576,1
LRN02141,Casual Learner,17,11,41.19,4,3.13,28.33,1,2,Declining,SQL,Medium,0.186,0
LRN02142,Consistent Learner,39,24,76.13,15,14.37,65.0,8,4,Stable,Generative AI,Medium,0.58,0
LRN02143,Fast Learner,39,28,98.0,27,28.29,65.0,10,14,Improving,Machine Learning,Hard,0.792,1
LRN02144,Casual Learner,5,4,47.85,6,5.72,8.33,3,4,Improving,MLOps,Easy,0.355,0
LRN02145,Consistent Learner,39,34,75.82,10,13.15,65.0,11,6,Stable,SQL,Easy,0.569,0
LRN02146,Fast Learner,36,20,98.0,26,23.14,60.0,8,7,Improving,Python,Easy,0.807,1
LRN02147,Consistent Learner,31,16,92.15,25,19.28,51.67,14,10,Improving,Python,Easy,0.764,1
LRN02148,Consistent Learner,23,18,81.25,15,15.65,38.33,10,9,Stable,Python,Medium,0.559,1
LRN02149,Struggling Learner,9,4,32.77,3,1.02,15.0,1,1,Stable,SQL,Easy,0.191,0
LRN02150,Struggling Learner,14,8,32.48,4,4.26,23.33,0,2,Declining,SQL,Medium,0.138,0
LRN02151,Fast Learner,44,32,98.0,26,34.06,73.33,11,15,Stable,MLOps,Medium,0.784,1
LRN02152,Struggling Learner,13,9,35.17,2,3.38,21.67,1,3,Improving,Python,Medium,0.301,0
LRN02153,Fast Learner,57,37,98.0,30,29.02,95.0,16,5,Stable,Python,Easy,0.848,1
LRN02154,Casual Learner,17,8,58.15,8,7.31,28.33,5,3,Stable,NLP,Easy,0.377,0
LRN02155,Fast Learner,56,29,98.0,26,26.27,93.33,17,7,Stable,Generative AI,Medium,0.827,1
LRN02156,Consistent Learner,27,22,86.57,12,23.67,45.0,6,7,Improving,Python,Easy,0.685,1
LRN02157,Consistent Learner,30,21,95.56,17,21.59,50.0,14,11,Stable,MLOps,Medium,0.682,1
LRN02158,Consistent Learner,31,18,95.7,22,18.99,51.67,11,12,Stable,Generative AI,Medium,0.683,1
LRN02159,Casual Learner,11,8,62.44,7,10.21,18.33,3,2,Stable,SQL,Hard,0.328,0
LRN02160,Fast Learner,59,33,98.0,15,22.67,98.33,14,10,Improving,NLP,Medium,0.868,1
LRN02161,Consistent Learner,31,27,71.59,14,10.95,51.67,12,5,Improving,SQL,Medium,0.609,1
LRN02162,Casual Learner,15,13,58.06,6,11.37,25.0,4,3,Stable,Machine Learning,Medium,0.375,0
LRN02163,Consistent Learner,45,28,86.45,21,18.67,75.0,6,3,Improving,NLP,Medium,0.752,1
LRN02164,Consistent Learner,32,26,78.95,20,18.01,53.33,6,5,Improving,SQL,Medium,0.67,1
LRN02165,Casual Learner,10,7,55.6,3,8.38,16.67,5,2,Stable,SQL,Easy,0.332,0
LRN02166,Struggling Learner,2,1,31.24,0,1.92,3.33,2,3,Declining,SQL,Easy,0.079,0
LRN02167,Struggling Learner,14,12,41.0,5,4.85,23.33,0,2,Declining,NLP,Hard,0.131,0
LRN02168,Fast Learner,51,29,98.0,16,22.95,85.0,15,5,Improving,Python,Easy,0.848,1
LRN02169,Casual Learner,9,7,51.61,3,9.97,15.0,3,5,Improving,Generative AI,Medium,0.391,0
LRN02170,Fast Learner,47,27,98.0,29,26.3,78.33,8,11,Improving,Generative AI,Medium,0.863,1
LRN02171,Fast Learner,39,33,98.0,19,33.02,65.0,8,5,Improving,Generative AI,Hard,0.772,1
LRN02172,Casual Learner,22,16,46.16,3,4.83,36.67,3,3,Declining,Generative AI,Easy,0.233,0
LRN02173,Consistent Learner,32,16,76.38,12,17.48,53.33,8,9,Improving,Generative AI,Hard,0.591,1
LRN02174,Struggling Learner,4,2,34.39,2,1.17,6.67,3,2,Stable,SQL,Easy,0.185,0
LRN02175,Casual Learner,7,5,60.65,3,11.17,11.67,2,0,Declining,Python,Easy,0.266,0
LRN02176,Consistent Learner,35,20,78.5,11,15.17,58.33,13,3,Improving,MLOps,Medium,0.662,1
LRN02177,Consistent Learner,40,23,69.72,19,11.02,66.67,5,7,Improving,Generative AI,Medium,0.627,1
LRN02178,Casual Learner,11,7,51.73,10,7.7,18.33,0,2,Stable,Machine Learning,Medium,0.322,0
LRN02179,Fast Learner,55,35,98.0,27,18.2,91.67,16,10,Improving,NLP,Medium,0.877,1
LRN02180,Struggling Learner,1,1,30.8,3,2.08,1.67,0,3,Declining,MLOps,Easy,0.077,0
LRN02181,Consistent Learner,23,20,81.86,22,15.49,38.33,11,11,Improving,NLP,Hard,0.613,1
LRN02182,Consistent Learner,43,24,87.99,16,20.69,71.67,15,6,Stable,MLOps,Medium,0.688,1
LRN02183,Struggling Learner,6,4,33.06,2,3.62,10.0,2,0,Declining,SQL,Medium,0.111,0
LRN02184,Struggling Learner,7,3,35.68,4,5.05,11.67,1,2,Stable,NLP,Hard,0.164,0
LRN02185,Consistent Learner,21,18,78.47,20,11.0,35.0,13,7,Improving,SQL,Easy,0.626,1
LRN02186,Consistent Learner,24,20,90.57,20,21.83,40.0,8,5,Improving,NLP,Medium,0.714,1
LRN02187,Casual Learner,13,10,50.22,10,5.85,21.67,2,5,Improving,Generative AI,Medium,0.4,0
LRN02188,Fast Learner,42,29,98.0,29,18.08,70.0,11,5,Improving,MLOps,Hard,0.776,1
LRN02189,Casual Learner,12,8,55.5,2,8.0,20.0,3,3,Declining,Python,Easy,0.249,0
LRN02190,Consistent Learner,30,26,83.37,25,11.92,50.0,15,11,Stable,Python,Easy,0.619,1
LRN02191,Fast Learner,36,22,98.0,23,32.06,60.0,10,8,Improving,MLOps,Hard,0.777,1
LRN02192,Casual Learner,19,16,61.55,1,11.87,31.67,4,5,Stable,Generative AI,Medium,0.393,0
LRN02193,Consistent Learner,39,25,82.68,22,16.52,65.0,11,10,Improving,MLOps,Medium,0.723,1
LRN02194,Fast Learner,59,33,98.0,15,22.52,98.33,17,10,Stable,SQL,Hard,0.745,1
LRN02195,Casual Learner,11,6,61.51,9,10.02,18.33,1,5,Stable,Machine Learning,Easy,0.373,0
LRN02196,Fast Learner,35,20,98.0,24,24.15,58.33,15,15,Improving,NLP,Medium,0.82,1
LRN02197,Fast Learner,45,29,97.84,18,18.63,75.0,8,6,Improving,Python,Easy,0.8,1
LRN02198,Consistent Learner,37,31,93.26,16,18.58,61.67,15,7,Improving,Generative AI,Hard,0.715,1
LRN02199,Consistent Learner,36,30,84.06,16,17.51,60.0,10,10,Improving,Generative AI,Medium,0.704,1
LRN02200,Casual Learner,17,11,49.71,8,5.18,28.33,3,5,Declining,SQL,Easy,0.246,0
LRN02201,Struggling Learner,15,9,43.26,5,5.85,25.0,3,3,Stable,NLP,Medium,0.285,0
LRN02202,Struggling Learner,5,2,43.29,3,7.92,8.33,1,2,Declining,MLOps,Medium,0.168,0
LRN02203,Consistent Learner,41,33,78.01,19,10.74,68.33,15,9,Improving,Generative AI,Medium,0.692,1
LRN02204,Casual Learner,20,15,64.44,6,10.9,33.33,5,1,Stable,SQL,Hard,0.371,0
LRN02205,Consistent Learner,40,32,96.56,22,23.64,66.67,14,6,Improving,MLOps,Easy,0.82,1
LRN02206,Casual Learner,23,12,46.81,8,5.11,38.33,3,4,Declining,Generative AI,Hard,0.203,0
LRN02207,Casual Learner,12,8,51.67,4,6.02,20.0,0,2,Declining,Generative AI,Medium,0.223,0
LRN02208,Consistent Learner,28,14,97.69,24,20.59,46.67,11,9,Improving,Generative AI,Hard,0.723,1
LRN02209,Casual Learner,7,4,43.16,2,4.26,11.67,5,5,Declining,Generative AI,Medium,0.17,0
LRN02210,Casual Learner,13,7,56.62,0,9.92,21.67,2,5,Declining,Python,Easy,0.256,0
LRN02211,Consistent Learner,26,17,87.57,17,20.12,43.33,5,12,Improving,Generative AI,Medium,0.686,1
LRN02212,Fast Learner,53,35,98.0,24,34.79,88.33,10,15,Declining,MLOps,Hard,0.677,1
LRN02213,Casual Learner,8,6,49.26,7,6.65,13.33,3,3,Stable,NLP,Hard,0.247,0
LRN02214,Consistent Learner,45,32,98.0,23,24.37,75.0,8,9,Improving,Python,Easy,0.834,1
LRN02215,Struggling Learner,5,2,33.95,3,4.22,8.33,1,1,Declining,MLOps,Medium,0.114,0
LRN02216,Casual Learner,19,10,52.19,1,8.79,31.67,3,2,Stable,MLOps,Hard,0.288,0
LRN02217,Casual Learner,19,13,47.6,9,5.62,31.67,1,2,Stable,Generative AI,Medium,0.323,0
LRN02218,Consistent Learner,39,28,91.39,22,22.54,65.0,9,3,Improving,MLOps,Medium,0.778,1
LRN02219,Struggling Learner,9,5,30.72,3,1.87,15.0,0,3,Stable,Python,Hard,0.132,0
LRN02220,Struggling Learner,11,5,33.35,2,7.07,18.33,0,3,Declining,Generative AI,Medium,0.136,0
LRN02221,Casual Learner,6,3,49.7,9,3.04,10.0,1,2,Improving,NLP,Medium,0.36,0
LRN02222,Consistent Learner,34,27,98.0,17,24.89,56.67,15,3,Improving,Python,Medium,0.8,1
LRN02223,Casual Learner,7,4,54.2,6,8.79,11.67,5,0,Declining,Python,Medium,0.245,0
LRN02224,Consistent Learner,25,14,72.54,16,12.43,41.67,11,12,Improving,NLP,Easy,0.601,0
LRN02225,Casual Learner,20,16,53.07,0,8.75,33.33,1,2,Stable,NLP,Easy,0.337,0
LRN02226,Casual Learner,16,12,50.8,10,5.15,26.67,2,0,Declining,MLOps,Easy,0.251,0
LRN02227,Consistent Learner,32,19,98.0,21,24.19,53.33,11,10,Improving,NLP,Medium,0.792,1
LRN02228,Consistent Learner,31,20,75.62,20,13.28,51.67,6,7,Improving,Generative AI,Medium,0.636,1
LRN02229,Struggling Learner,6,4,39.56,2,5.66,10.0,1,2,Declining,Machine Learning,Medium,0.145,0
LRN02230,Casual Learner,18,14,56.01,3,10.49,30.0,3,3,Improving,Python,Hard,0.393,0
LRN02231,Consistent Learner,36,29,84.5,19,17.06,60.0,8,5,Stable,Generative AI,Medium,0.628,1
LRN02232,Casual Learner,14,8,51.55,6,5.19,23.33,4,5,Stable,MLOps,Medium,0.322,0
LRN02233,Fast Learner,58,38,98.0,20,18.54,96.67,16,9,Stable,Python,Medium,0.789,1
LRN02234,Struggling Learner,6,3,41.54,5,4.97,10.0,3,3,Declining,Generative AI,Medium,0.164,0
LRN02235,Struggling Learner,0,1,30.0,0,2.69,0.0,0,3,Stable,Machine Learning,Easy,0.144,0
LRN02236,Casual Learner,5,2,48.17,5,5.7,8.33,0,5,Stable,Machine Learning,Easy,0.266,0
LRN02237,Struggling Learner,8,6,40.71,5,6.4,13.33,1,1,Declining,Machine Learning,Easy,0.167,0
LRN02238,Casual Learner,8,5,45.66,3,4.01,13.33,5,2,Declining,NLP,Medium,0.186,0
LRN02239,Casual Learner,9,7,56.08,10,7.96,15.0,3,1,Stable,Generative AI,Medium,0.343,0
LRN02240,Fast Learner,57,50,98.0,26,29.51,95.0,12,10,Stable,Python,Medium,0.829,1
LRN02241,Casual Learner,23,17,47.67,1,5.09,38.33,0,3,Stable,Machine Learning,Medium,0.311,0
LRN02242,Casual Learner,6,3,61.12,6,11.31,10.0,1,3,Stable,SQL,Easy,0.351,0
LRN02243,Fast Learner,39,34,98.0,25,32.38,65.0,15,10,Stable,MLOps,Easy,0.775,1
LRN02244,Struggling Learner,5,3,39.04,0,6.27,8.33,2,0,Declining,SQL,Easy,0.138,0
LRN02245,Fast Learner,53,43,98.0,28,21.98,88.33,11,5,Improving,Machine Learning,Hard,0.823,1
LRN02246,Consistent Learner,21,17,75.19,11,14.66,35.0,10,12,Stable,SQL,Hard,0.462,1
LRN02247,Consistent Learner,27,16,79.22,13,20.15,45.0,7,6,Stable,Generative AI,Medium,0.566,0
LRN02248,Consistent Learner,22,14,83.65,14,19.86,36.67,5,5,Improving,Machine Learning,Easy,0.646,1
LRN02249,Casual Learner,12,7,43.76,4,3.96,20.0,1,3,Stable,SQL,Medium,0.263,0
LRN02250,Casual Learner,14,8,51.02,4,8.31,23.33,5,2,Declining,SQL,Medium,0.247,0
LRN02251,Struggling Learner,11,8,30.0,0,2.58,18.33,0,1,Declining,MLOps,Medium,0.1,0
LRN02252,Consistent Learner,41,26,97.77,24,18.77,68.33,14,5,Improving,Python,Hard,0.768,1
LRN02253,Fast Learner,38,20,98.0,19,32.31,63.33,18,14,Improving,SQL,Hard,0.793,1
LRN02254,Fast Learner,52,35,98.0,17,22.19,86.67,20,10,Improving,NLP,Easy,0.864,1
LRN02255,Fast Learner,51,38,98.0,30,29.6,85.0,8,12,Improving,Generative AI,Hard,0.84,1
LRN02256,Struggling Learner,1,1,30.0,2,2.78,1.67,0,0,Stable,MLOps,Medium,0.153,0
LRN02257,Consistent Learner,35,26,82.29,11,18.32,58.33,8,7,Improving,Machine Learning,Medium,0.677,1
LRN02258,Consistent Learner,27,20,83.68,11,19.73,45.0,9,3,Improving,NLP,Medium,0.664,1
LRN02259,Consistent Learner,40,28,65.91,14,11.03,66.67,8,9,Improving,SQL,Hard,0.554,1
LRN02260,Consistent Learner,22,13,71.24,20,10.73,36.67,6,6,Improving,Machine Learning,Easy,0.578,0
LRN02261,Consistent Learner,41,21,86.81,21,18.2,68.33,8,5,Improving,MLOps,Easy,0.744,1
LRN02262,Consistent Learner,23,19,89.26,23,20.85,38.33,8,9,Improving,MLOps,Medium,0.709,1
LRN02263,Casual Learner,12,9,57.59,9,9.64,20.0,0,3,Stable,NLP,Medium,0.355,0
LRN02264,Fast Learner,46,37,98.0,23,20.2,76.67,19,6,Stable,NLP,Easy,0.771,1
LRN02265,Casual Learner,5,3,58.63,10,10.15,8.33,4,4,Stable,Generative AI,Medium,0.351,0
LRN02266,Struggling Learner,2,1,37.47,5,5.36,3.33,2,2,Declining,SQL,Medium,0.131,0
LRN02267,Consistent Learner,23,12,91.99,24,19.0,38.33,11,10,Stable,Python,Medium,0.645,1
LRN02268,Consistent Learner,44,28,74.85,23,12.12,73.33,8,12,Stable,NLP,Hard,0.555,1
LRN02269,Consistent Learner,20,10,86.02,25,15.58,33.33,8,10,Stable,NLP,Medium,0.592,1
LRN02270,Fast Learner,58,51,98.0,24,20.38,96.67,18,11,Stable,NLP,Easy,0.811,1
LRN02271,Casual Learner,5,4,50.67,10,5.67,8.33,0,0,Improving,Machine Learning,Easy,0.37,0
LRN02272,Consistent Learner,29,25,86.88,13,17.67,48.33,14,9,Improving,NLP,Easy,0.696,1
LRN02273,Consistent Learner,30,25,92.95,22,15.66,50.0,14,11,Improving,Generative AI,Medium,0.744,1
LRN02274,Fast Learner,43,37,98.0,30,27.2,71.67,18,14,Stable,MLOps,Hard,0.75,1
LRN02275,Casual Learner,10,5,57.12,2,9.72,16.67,5,4,Stable,Python,Medium,0.341,0
LRN02276,Consistent Learner,21,15,84.95,11,23.62,35.0,11,5,Improving,SQL,Medium,0.668,1
LRN02277,Fast Learner,41,33,98.0,18,18.35,68.33,15,14,Improving,NLP,Medium,0.804,1
LRN02278,Casual Learner,21,15,57.75,9,8.91,35.0,3,2,Stable,Machine Learning,Easy,0.391,1
LRN02279,Fast Learner,38,34,98.0,28,19.88,63.33,20,10,Stable,Generative AI,Medium,0.759,1
LRN02280,Struggling Learner,0,1,31.78,3,4.03,0.0,1,2,Declining,SQL,Hard,0.037,0
LRN02281,Consistent Learner,31,16,95.2,24,22.49,51.67,7,9,Improving,SQL,Medium,0.768,1
LRN02282,Fast Learner,53,40,98.0,21,32.27,88.33,16,14,Improving,Generative AI,Hard,0.844,1
LRN02283,Fast Learner,59,39,98.0,15,21.52,98.33,15,6,Improving,MLOps,Medium,0.867,1
LRN02284,Consistent Learner,42,28,75.59,13,12.92,70.0,8,4,Improving,Generative AI,Easy,0.658,1
LRN02285,Consistent Learner,39,28,95.68,17,22.52,65.0,12,5,Improving,Machine Learning,Medium,0.791,1
LRN02286,Consistent Learner,27,22,86.99,13,20.2,45.0,7,10,Improving,MLOps,Easy,0.681,1
LRN02287,Casual Learner,15,11,40.97,4,3.95,25.0,0,4,Stable,Python,Medium,0.258,0
LRN02288,Struggling Learner,8,6,43.45,3,6.82,13.33,1,0,Declining,NLP,Hard,0.125,0
LRN02289,Consistent Learner,27,14,83.34,18,18.57,45.0,10,7,Stable,Machine Learning,Medium,0.6,0
LRN02290,Consistent Learner,44,32,69.5,17,10.79,73.33,5,10,Stable,Generative AI,Easy,0.553,1
LRN02291,Casual Learner,14,7,52.97,9,6.26,23.33,4,3,Declining,Generative AI,Hard,0.21,0
LRN02292,Struggling Learner,3,2,38.84,5,4.23,5.0,1,2,Improving,NLP,Medium,0.295,0
LRN02293,Consistent Learner,39,26,86.15,23,17.06,65.0,12,3,Improving,SQL,Medium,0.746,1
LRN02294,Casual Learner,10,5,56.04,10,5.75,16.67,1,5,Improving,MLOps,Medium,0.414,1
LRN02295,Casual Learner,12,10,49.99,0,10.3,20.0,3,5,Improving,Machine Learning,Medium,0.387,0
LRN02296,Struggling Learner,3,1,39.32,2,5.54,5.0,2,2,Declining,Machine Learning,Easy,0.136,0
LRN02297,Fast Learner,57,35,98.0,26,22.75,95.0,8,14,Stable,Python,Easy,0.796,1
LRN02298,Consistent Learner,22,16,98.0,23,24.7,36.67,9,3,Improving,NLP,Medium,0.761,1
LRN02299,Casual Learner,7,4,58.58,7,11.08,11.67,0,2,Stable,Machine Learning,Hard,0.293,0
LRN02300,Casual Learner,21,16,59.29,2,11.18,35.0,3,0,Improving,MLOps,Easy,0.467,0
LRN02301,Casual Learner,10,7,54.46,9,9.74,16.67,1,0,Stable,MLOps,Medium,0.337,0
LRN02302,Struggling Learner,13,7,34.24,1,5.2,21.67,2,1,Declining,Python,Hard,0.092,0
LRN02303,Consistent Learner,44,35,72.97,10,12.88,73.33,14,6,Improving,MLOps,Hard,0.61,1
LRN02304,Consistent Learner,41,23,77.96,16,12.67,68.33,9,9,Improving,Generative AI,Medium,0.675,1
LRN02305,Consistent Learner,35,21,81.22,22,15.56,58.33,11,12,Improving,Machine Learning,Hard,0.65,1
LRN02306,Consistent Learner,37,23,76.37,14,12.65,61.67,13,8,Improving,Python,Medium,0.659,1
LRN02307,Struggling Learner,11,8,38.36,3,5.26,18.33,0,1,Declining,NLP,Easy,0.155,0
LRN02308,Casual Learner,20,10,47.26,0,6.64,33.33,2,3,Improving,Python,Medium,0.386,0
LRN02309,Consistent Learner,24,21,91.18,24,18.26,40.0,8,7,Improving,NLP,Medium,0.715,1
LRN02310,Consistent Learner,34,22,84.52,18,18.84,56.67,12,3,Stable,MLOps,Easy,0.634,1
LRN02311,Struggling Learner,1,1,36.33,2,1.6,1.67,3,0,Stable,Generative AI,Easy,0.185,0
LRN02312,Casual Learner,19,12,50.66,6,3.92,31.67,3,2,Improving,Machine Learning,Easy,0.408,0
LRN02313,Consistent Learner,20,12,97.71,22,20.29,33.33,12,7,Improving,SQL,Easy,0.743,1
LRN02314,Struggling Learner,13,8,38.24,2,5.03,21.67,0,2,Declining,NLP,Medium,0.158,0
LRN02315,Casual Learner,12,9,51.73,4,7.36,20.0,0,1,Improving,SQL,Medium,0.388,0
LRN02316,Consistent Learner,42,23,87.67,15,18.06,70.0,10,10,Stable,Machine Learning,Easy,0.66,1
LRN02317,Struggling Learner,10,8,44.49,3,7.1,16.67,3,1,Stable,Python,Medium,0.273,0
LRN02318,Consistent Learner,40,33,81.68,17,14.31,66.67,11,11,Improving,Generative AI,Medium,0.701,1
LRN02319,Casual Learner,5,3,55.2,2,9.93,8.33,3,4,Improving,Generative AI,Medium,0.391,0
LRN02320,Consistent Learner,36,23,90.1,14,22.89,60.0,12,10,Improving,SQL,Medium,0.749,1
LRN02321,Fast Learner,41,31,98.0,21,30.71,68.33,12,9,Improving,NLP,Medium,0.844,1
LRN02322,Casual Learner,12,10,46.0,8,5.09,20.0,0,5,Stable,MLOps,Medium,0.285,0
LRN02323,Casual Learner,6,3,51.62,3,7.04,10.0,0,3,Stable,NLP,Easy,0.284,0
LRN02324,Fast Learner,42,32,98.0,29,34.03,70.0,16,10,Stable,Generative AI,Hard,0.748,1
LRN02325,Casual Learner,13,10,59.18,5,10.05,21.67,4,2,Declining,Generative AI,Medium,0.286,0
LRN02326,Consistent Learner,26,23,90.18,24,16.69,43.33,9,3,Improving,NLP,Medium,0.715,1
LRN02327,Fast Learner,39,25,98.0,30,18.38,65.0,14,12,Improving,SQL,Easy,0.827,1
LRN02328,Casual Learner,11,8,53.59,3,8.87,18.33,0,4,Stable,Python,Medium,0.315,0
LRN02329,Fast Learner,48,26,98.0,26,24.33,80.0,19,13,Stable,Machine Learning,Easy,0.799,1
LRN02330,Casual Learner,25,22,57.41,5,8.92,41.67,1,2,Declining,SQL,Hard,0.257,0
LRN02331,Fast Learner,56,38,98.0,15,33.56,93.33,8,9,Improving,Python,Easy,0.868,1
LRN02332,Casual Learner,23,12,63.66,10,11.91,38.33,2,3,Declining,Generative AI,Medium,0.354,0
LRN02333,Casual Learner,7,4,48.46,1,3.78,11.67,5,2,Stable,Machine Learning,Medium,0.269,0
LRN02334,Casual Learner,20,16,49.04,1,7.04,33.33,4,5,Stable,Python,Easy,0.323,0
LRN02335,Casual Learner,17,13,52.12,6,9.04,28.33,4,1,Stable,SQL,Medium,0.347,0
LRN02336,Casual Learner,16,9,47.97,10,3.15,26.67,4,0,Improving,SQL,Easy,0.396,0
LRN02337,Casual Learner,20,12,48.22,4,6.81,33.33,0,2,Improving,Generative AI,Medium,0.397,1
LRN02338,Fast Learner,36,23,98.0,21,24.03,60.0,9,13,Improving,NLP,Hard,0.75,1
LRN02339,Casual Learner,7,4,49.11,8,5.28,11.67,2,1,Stable,SQL,Easy,0.288,0
LRN02340,Consistent Learner,23,15,66.83,15,10.25,38.33,8,11,Improving,Python,Medium,0.552,1
LRN02341,Casual Learner,18,9,49.29,7,6.72,30.0,3,2,Improving,Machine Learning,Easy,0.41,0
LRN02342,Fast Learner,46,37,98.0,21,26.74,76.67,12,11,Improving,SQL,Hard,0.799,1
LRN02343,Casual Learner,16,11,50.05,1,8.74,26.67,3,4,Stable,Generative AI,Easy,0.318,0
LRN02344,Consistent Learner,41,36,82.06,12,21.9,68.33,7,11,Stable,Python,Medium,0.628,1
LRN02345,Casual Learner,11,6,53.79,1,7.84,18.33,4,1,Stable,Generative AI,Hard,0.268,0
LRN02346,Casual Learner,11,6,51.34,1,11.64,18.33,2,3,Stable,SQL,Medium,0.314,0
LRN02347,Casual Learner,16,12,45.67,3,8.17,26.67,0,4,Improving,Machine Learning,Easy,0.374,0
LRN02348,Consistent Learner,22,13,77.98,22,14.44,36.67,6,6,Improving,Machine Learning,Easy,0.626,0
LRN02349,Fast Learner,42,25,98.0,16,18.66,70.0,20,9,Improving,MLOps,Medium,0.816,1
LRN02350,Casual Learner,18,14,50.77,8,6.25,30.0,2,5,Stable,MLOps,Medium,0.336,0
LRN02351,Consistent Learner,29,15,76.36,15,11.8,48.33,14,12,Improving,Generative AI,Easy,0.635,1
LRN02352,Consistent Learner,41,36,70.92,13,11.23,68.33,5,9,Stable,MLOps,Medium,0.54,1
LRN02353,Fast Learner,59,35,98.0,19,33.1,98.33,10,15,Improving,Generative AI,Easy,0.893,1
LRN02354,Struggling Learner,4,3,39.43,5,5.81,6.67,3,2,Declining,NLP,Hard,0.101,0
LRN02355,Consistent Learner,24,16,79.98,16,10.46,40.0,15,7,Stable,MLOps,Easy,0.555,1
LRN02356,Consistent Learner,41,32,96.1,21,21.99,68.33,12,5,Improving,MLOps,Easy,0.808,1
LRN02357,Fast Learner,55,41,98.0,23,29.24,91.67,16,10,Improving,SQL,Medium,0.903,1
LRN02358,Fast Learner,46,29,98.0,25,19.5,76.67,10,5,Stable,MLOps,Easy,0.751,1
LRN02359,Struggling Learner,12,8,30.0,3,1.11,20.0,0,2,Declining,SQL,Easy,0.107,0
LRN02360,Consistent Learner,29,22,96.21,18,23.3,48.33,12,9,Improving,MLOps,Medium,0.765,1
LRN02361,Fast Learner,51,45,98.0,25,34.52,85.0,14,11,Improving,NLP,Medium,0.893,1
LRN02362,Consistent Learner,24,20,86.09,25,13.31,40.0,13,11,Stable,Machine Learning,Medium,0.611,1
LRN02363,Struggling Learner,7,5,33.53,3,1.52,11.67,0,3,Stable,Generative AI,Easy,0.187,0
LRN02364,Fast Learner,58,40,98.0,27,32.76,96.67,8,9,Improving,NLP,Hard,0.856,1
LRN02365,Casual Learner,5,2,45.5,0,4.93,8.33,1,2,Improving,Generative AI,Medium,0.32,0
LRN02366,Consistent Learner,27,19,88.44,19,18.4,45.0,9,4,Improving,Generative AI,Medium,0.702,1
LRN02367,Consistent Learner,34,29,83.66,17,11.92,56.67,14,8,Improving,SQL,Medium,0.69,1
LRN02368,Consistent Learner,27,22,78.8,22,11.89,45.0,12,3,Improving,Generative AI,Medium,0.653,1
LRN02369,Casual Learner,18,13,58.4,5,10.51,30.0,3,5,Improving,MLOps,Hard,0.409,0
LRN02370,Fast Learner,40,34,98.0,20,26.93,66.67,19,13,Improving,SQL,Easy,0.845,1
LRN02371,Fast Learner,51,39,98.0,28,26.74,85.0,16,9,Improving,NLP,Medium,0.895,1
LRN02372,Casual Learner,17,15,52.9,8,5.51,28.33,1,3,Stable,Generative AI,Medium,0.337,0
LRN02373,Consistent Learner,40,30,85.61,25,13.01,66.67,10,8,Improving,SQL,Hard,0.684,1
LRN02374,Consistent Learner,37,28,83.65,18,20.63,61.67,6,4,Improving,MLOps,Hard,0.662,1
LRN02375,Consistent Learner,30,20,87.69,13,21.41,50.0,14,12,Improving,Generative AI,Medium,0.716,1
LRN02376,Fast Learner,46,34,98.0,28,31.24,76.67,12,6,Improving,SQL,Hard,0.829,1
LRN02377,Casual Learner,23,19,56.51,5,11.6,38.33,5,4,Improving,SQL,Hard,0.425,0
LRN02378,Casual Learner,23,19,51.26,10,7.28,38.33,1,1,Stable,Generative AI,Medium,0.361,0
LRN02379,Casual Learner,24,12,50.54,6,4.51,40.0,3,4,Declining,NLP,Medium,0.266,0
LRN02380,Fast Learner,55,44,98.0,16,32.86,91.67,12,5,Improving,Python,Easy,0.877,1
LRN02381,Struggling Learner,14,12,38.51,2,6.23,23.33,3,3,Declining,Machine Learning,Easy,0.174,0
LRN02382,Fast Learner,42,35,98.0,27,27.96,70.0,8,14,Improving,MLOps,Hard,0.796,1
LRN02383,Casual Learner,20,11,55.39,10,4.22,33.33,2,5,Declining,Machine Learning,Medium,0.282,0
LRN02384,Casual Learner,9,7,60.05,5,9.4,15.0,3,3,Improving,Generative AI,Medium,0.432,0
LRN02385,Struggling Learner,11,9,43.32,5,7.79,18.33,1,1,Declining,Machine Learning,Medium,0.193,0
LRN02386,Fast Learner,40,26,98.0,21,25.09,66.67,17,10,Improving,MLOps,Medium,0.836,1
LRN02387,Casual Learner,5,4,55.35,5,10.48,8.33,0,5,Stable,Python,Medium,0.314,0
LRN02388,Consistent Learner,31,25,75.08,18,11.03,51.67,9,4,Improving,SQL,Medium,0.628,1
LRN02389,Consistent Learner,37,28,79.06,17,12.67,61.67,13,8,Improving,NLP,Medium,0.679,1
LRN02390,Casual Learner,6,4,49.43,5,7.33,10.0,2,2,Declining,SQL,Medium,0.205,0
LRN02391,Struggling Learner,13,8,37.94,5,4.76,21.67,3,0,Declining,SQL,Medium,0.171,0
LRN02392,Consistent Learner,39,34,90.86,11,22.88,65.0,12,9,Improving,Python,Medium,0.754,1
LRN02393,Consistent Learner,23,20,88.0,11,24.91,38.33,6,4,Improving,SQL,Medium,0.68,1
